-0.25000  4.2285820000 13
-0.24000  4.2258450000 13
-0.23000  4.2230210000 13
-0.22000  4.2201210000 13
-0.21000  4.2171510000 13
-0.20000  4.2141120000 13
-0.19000  4.2110050000 13
-0.18000  4.2078320000 13
-0.17000  4.2045930000 13
-0.16000  4.2012880000 13
-0.15000  4.1979190000 13
-0.14000  4.1944840000 13
-0.13000  4.1909860000 13
-0.12000  4.1874240000 13
-0.11000  4.1837990000 13
-0.10000  4.1801120000 13
-0.09000  4.1763630000 13
-0.08000  4.1725530000 13
-0.07000  4.1686830000 13
-0.06000  4.1647540000 13
-0.05000  4.1607670000 13
-0.04000  4.1567230000 13
-0.03000  4.1526230000 13
-0.02000  4.1484680000 13
-0.01000  4.1442600000 13
 0.00000  4.1400000000 13
 0.01000  4.1356890000 13
 0.02000  4.1313290000 13
 0.03000  4.1269210000 13
 0.04000  4.1224670000 13
 0.05000  4.1179690000 13
 0.06000  4.1134280000 13
 0.07000  4.1088450000 13
 0.08000  4.1042240000 13
 0.09000  4.0995650000 13
 0.10000  4.0948710000 13
 0.11000  4.0901430000 13
 0.12000  4.0853840000 13
 0.13000  4.0805950000 13
 0.14000  4.0757800000 13
 0.15000  4.0709400000 13
 0.16000  4.0660770000 13
 0.17000  4.0611950000 13
 0.18000  4.0562950000 13
 0.19000  4.0513800000 13
 0.20000  4.0464530000 13
 0.21000  4.0415160000 13
 0.22000  4.0365720000 13
 0.23000  4.0316250000 13
 0.24000  4.0266770000 13
 0.25000  4.0217310000 13
 0.26000  4.0167920000 13
 0.27000  4.0118610000 13
 0.28000  4.0069440000 13
 0.29000  4.0020430000 13
 0.30000  3.9971630000 13

-0.30000  4.2422270000 14
-0.29000  4.2400650000 14
-0.28000  4.2394540000 14
-0.27000  4.2441250000 14
-0.26000  4.2503400000 14
-0.25000  4.2567540000 14
-0.24000  4.2632200000 14
-0.23000  4.2697050000 14
-0.22000  4.2761950000 14
-0.21000  4.2826850000 14
-0.20000  4.2891690000 14
-0.19000  4.2956450000 14
-0.18000  4.3021120000 14
-0.17000  4.3085670000 14
-0.16000  4.3150090000 14
-0.15000  4.3214360000 14
-0.14000  4.3278460000 14
-0.13000  4.3342380000 14
-0.12000  4.3406100000 14
-0.11000  4.3469610000 14
-0.10000  4.3532890000 14
-0.09000  4.3595940000 14
-0.08000  4.3658720000 14
-0.07000  4.3721240000 14
-0.06000  4.3783470000 14
-0.05000  4.3845400000 14
-0.04000  4.3907010000 14
-0.03000  4.3968300000 14
-0.02000  4.4029230000 14
-0.01000  4.4089810000 14
 0.00000  4.4150000000 14
 0.01000  4.4209800000 14
 0.02000  4.4269190000 14
 0.03000  4.4328150000 14
 0.04000  4.4386670000 14
